Codigo,Ciudad,Departamento,Barrio,Direccion,Area Terreno,Area Construida,Detalle Disponibilidad,Estrato,Precio,Tipo de Inmueble,Datos Adicionales
18209,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2915,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18210,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2916,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18211,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2917,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18212,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2918,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18213,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2920,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18214,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2921,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18219,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3005,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18220,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3006,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18222,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3013,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18223,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3015,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18224,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3016,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18250,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3304,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18251,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3305,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18252,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3309,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18253,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3310,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18254,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3311,0,0,EN PUJA,COMERCIAL,12305000,LOCAL,
18256,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3403,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18257,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3404,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18258,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3405,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18259,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3406,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18261,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3410,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18262,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3411,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18264,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3503,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18265,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3504,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18266,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3505,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18267,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3506,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18269,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3509,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18270,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3511,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18271,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3512,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18272,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3513,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18274,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3602,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18275,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3603,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18276,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3604,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18277,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3607,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18552,PACORA,CALDAS,,URBANIZACION FERNANDO GAVIRIA LOTE 16 MZ 6,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,12240000,LOTE VIVIENDA,"SE TRATA DE DIECISÉIS LOTES DE TERRENO SIN CONSTRUCCIÓN ALGUNA (LOTES DE TERRENO), LOCALIZADOS EN LA MANZANA 6 DE LA URBANIZACIÓN FERNANDO GAVIRIA, LOTE CERCA AL PARQUE PRINCIPAL, HOSPITAL SANTA TERESA, CUARTEL DE LA POLICIA, ENTRE OTROS"
18555,PACORA,CALDAS,,URBANIZACION FERNANDO GAVIRIA LOTE 13 MZ 6,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,12240000,LOTE VIVIENDA,"ESTE LOTE SE VENDE JUNTO CON OTROS 15 DE LA MISMA ZONA POR EL VALOR DE LOS GASTOS CAUSADOS HASTA LA FECHA DE PRESENTACION DE LA OFERTA, EL CUAL A OCT DEL 2020 ES $89.000.000 (VALOR A CONFIRMAR CON FINANCIERA ANTES DE CERRAR CUALQUIER NEGOCIACION)."
18563,PACORA,CALDAS,,URBANIZACION FERNANDO GAVIRIA LOTE 5 MZ 6,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,12240000,LOTE VIVIENDA,"SE TRATA DE DIECISÉIS LOTES DE TERRENO SIN CONSTRUCCIÓN ALGUNA (LOTES DE TERRENO), LOCALIZADOS EN LA MANZANA 6 DE LA URBANIZACIÓN FERNANDO GAVIRIA, LOTE CERCA AL PARQUE PRINCIPAL, HOSPITAL SANTA TERESA, CUARTEL DE LA POLICIA, ENTRE OTROS"
18087,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0218,0,0,EN PUJA,COMERCIAL,12171250,LOCAL,
18340,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local E0111,0,0,COMERCIALIZABLE,COMERCIAL,11680000,LOCAL,
18341,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local E0203,0,0,COMERCIALIZABLE,COMERCIAL,11680000,LOCAL,
18342,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local E0204,0,0,COMERCIALIZABLE,COMERCIAL,11680000,LOCAL,
18352,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local E0614,0,0,COMERCIALIZABLE,COMERCIAL,11680000,LOCAL,
18353,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local E0617,0,0,COMERCIALIZABLE,COMERCIAL,11680000,LOCAL,
18553,PACORA,CALDAS,,URBANIZACION FERNANDO GAVIRIA LOTE 15 MZ 6,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,11232000,LOTE VIVIENDA,"SE TRATA DE DIECISÉIS LOTES DE TERRENO SIN CONSTRUCCIÓN ALGUNA (LOTES DE TERRENO), LOCALIZADOS EN LA MANZANA 6 DE LA URBANIZACIÓN FERNANDO GAVIRIA, LOTE CERCA AL PARQUE PRINCIPAL, HOSPITAL SANTA TERESA, CUARTEL DE LA POLICIA, ENTRE OTROS"
18554,PACORA,CALDAS,,URBANIZACION FERNANDO GAVIRIA LOTE 14 MZ 6,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,11232000,LOTE VIVIENDA,"SE TRATA DE DIECISÉIS LOTES DE TERRENO SIN CONSTRUCCIÓN ALGUNA (LOTES DE TERRENO), LOCALIZADOS EN LA MANZANA 6 DE LA URBANIZACIÓN FERNANDO GAVIRIA, LOTE CERCA AL PARQUE PRINCIPAL, HOSPITAL SANTA TERESA, CUARTEL DE LA POLICIA, ENTRE OTROS"
18560,PACORA,CALDAS,,URBANIZACION FERNANDO GAVIRIA LOTE 8 MZ 6,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,11232000,LOTE VIVIENDA,"SE TRATA DE DIECISÉIS LOTES DE TERRENO SIN CONSTRUCCIÓN ALGUNA (LOTES DE TERRENO), LOCALIZADOS EN LA MANZANA 6 DE LA URBANIZACIÓN FERNANDO GAVIRIA, LOTE CERCA AL PARQUE PRINCIPAL, HOSPITAL SANTA TERESA, CUARTEL DE LA POLICIA, ENTRE OTROS"
18564,PACORA,CALDAS,,URBANIZACION FERNANDO GAVIRIA LOTE 4 MZ 6,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,11232000,LOTE VIVIENDA,"SE TRATA DE DIECISÉIS LOTES DE TERRENO SIN CONSTRUCCIÓN ALGUNA (LOTES DE TERRENO), LOCALIZADOS EN LA MANZANA 6 DE LA URBANIZACIÓN FERNANDO GAVIRIA, LOTE CERCA AL PARQUE PRINCIPAL, HOSPITAL SANTA TERESA, CUARTEL DE LA POLICIA, ENTRE OTROS"
18565,PACORA,CALDAS,,URBANIZACION FERNANDO GAVIRIA LOTE 3 MZ 6,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,11232000,LOTE VIVIENDA,"SE TRATA DE DIECISÉIS LOTES DE TERRENO SIN CONSTRUCCIÓN ALGUNA (LOTES DE TERRENO), LOCALIZADOS EN LA MANZANA 6 DE LA URBANIZACIÓN FERNANDO GAVIRIA, LOTE CERCA AL PARQUE PRINCIPAL, HOSPITAL SANTA TERESA, CUARTEL DE LA POLICIA, ENTRE OTROS"
18566,PACORA,CALDAS,,URBANIZACION FERNANDO GAVIRIA LOTE 2 MZ 6,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,11232000,LOTE VIVIENDA,"SE TRATA DE DIECISÉIS LOTES DE TERRENO SIN CONSTRUCCIÓN ALGUNA (LOTES DE TERRENO), LOCALIZADOS EN LA MANZANA 6 DE LA URBANIZACIÓN FERNANDO GAVIRIA, LOTE CERCA AL PARQUE PRINCIPAL, HOSPITAL SANTA TERESA, CUARTEL DE LA POLICIA, ENTRE OTROS"
18567,PACORA,CALDAS,,URBANIZACION FERNANDO GAVIRIA LOTE 1 MZ 6,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,11232000,LOTE VIVIENDA,"SE TRATA DE DIECISÉIS LOTES DE TERRENO SIN CONSTRUCCIÓN ALGUNA (LOTES DE TERRENO), LOCALIZADOS EN LA MANZANA 6 DE LA URBANIZACIÓN FERNANDO GAVIRIA, LOTE CERCA AL PARQUE PRINCIPAL, HOSPITAL SANTA TERESA, CUARTEL DE LA POLICIA, ENTRE OTROS"
18849,CARTAGENA,BOLÍVAR,,"KILÓMETRO 4  DE LA VÍA MAMONAL  CARRERA 56, #60D-240, #60D-170, BODEGA 23A BARRIO ARROZ BARATO SECTOR PUERTA DE HIERRO",0,0,COMERCIALIZABLE CON RESTRICCION,INDUSTRIAL,569416000,BODEGA,"ESTE PORCENTAJE DE PROPIEDAD SE VENDE JUNTO CON OTROS 14 QUE CORRESPONDEN A BODEGAS UBICADAS EN LA  MISMA ZONA, POR UN PRECIO MINIMO DE VENTA DE $280.772.600."
18844,CARTAGENA,BOLÍVAR,,"KILÓMETRO 4  DE LA VÍA MAMONAL  CARRERA 56, #60D-240, #60D-170, BODEGA 7 BARRIO ARROZ BARATO SECTOR PUERTA DE HIERRO",0,0,COMERCIALIZABLE CON RESTRICCION,INDUSTRIAL,564192000,BODEGA,"ESTE PORCENTAJE DE PROPIEDAD SE VENDE JUNTO CON OTROS 14 QUE CORRESPONDEN A BODEGAS UBICADAS EN LA  MISMA ZONA, POR UN PRECIO MINIMO DE VENTA DE $280.772.600."
18116,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0901,0,0,COMERCIALIZABLE,COMERCIAL,10284500,LOCAL,
18556,PACORA,CALDAS,,URBANIZACION FERNANDO GAVIRIA LOTE 12 MZ 6,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,10152000,LOTE VIVIENDA,"SE TRATA DE DIECISÉIS LOTES DE TERRENO SIN CONSTRUCCIÓN ALGUNA (LOTES DE TERRENO), LOCALIZADOS EN LA MANZANA 6 DE LA URBANIZACIÓN FERNANDO GAVIRIA, LOTE CERCA AL PARQUE PRINCIPAL, HOSPITAL SANTA TERESA, CUARTEL DE LA POLICIA, ENTRE OTROS"
18557,PACORA,CALDAS,,URBANIZACION FERNANDO GAVIRIA LOTE 11 MZ 6,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,10152000,LOTE VIVIENDA,"SE TRATA DE DIECISÉIS LOTES DE TERRENO SIN CONSTRUCCIÓN ALGUNA (LOTES DE TERRENO), LOCALIZADOS EN LA MANZANA 6 DE LA URBANIZACIÓN FERNANDO GAVIRIA, LOTE CERCA AL PARQUE PRINCIPAL, HOSPITAL SANTA TERESA, CUARTEL DE LA POLICIA, ENTRE OTROS"
18558,PACORA,CALDAS,,URBANIZACION FERNANDO GAVIRIA LOTE 10 MZ 6,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,10152000,LOTE VIVIENDA,"SE TRATA DE DIECISÉIS LOTES DE TERRENO SIN CONSTRUCCIÓN ALGUNA (LOTES DE TERRENO), LOCALIZADOS EN LA MANZANA 6 DE LA URBANIZACIÓN FERNANDO GAVIRIA, LOTE CERCA AL PARQUE PRINCIPAL, HOSPITAL SANTA TERESA, CUARTEL DE LA POLICIA, ENTRE OTROS"
18559,PACORA,CALDAS,,URBANIZACION FERNANDO GAVIRIA LOTE 9 MZ 6,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,10152000,LOTE VIVIENDA,"SE TRATA DE DIECISÉIS LOTES DE TERRENO SIN CONSTRUCCIÓN ALGUNA (LOTES DE TERRENO), LOCALIZADOS EN LA MANZANA 6 DE LA URBANIZACIÓN FERNANDO GAVIRIA, LOTE CERCA AL PARQUE PRINCIPAL, HOSPITAL SANTA TERESA, CUARTEL DE LA POLICIA, ENTRE OTROS"
18561,PACORA,CALDAS,,URBANIZACION FERNANDO GAVIRIA LOTE 7 MZ 6,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,10152000,LOTE VIVIENDA,"SE TRATA DE DIECISÉIS LOTES DE TERRENO SIN CONSTRUCCIÓN ALGUNA (LOTES DE TERRENO), LOCALIZADOS EN LA MANZANA 6 DE LA URBANIZACIÓN FERNANDO GAVIRIA, LOTE CERCA AL PARQUE PRINCIPAL, HOSPITAL SANTA TERESA, CUARTEL DE LA POLICIA, ENTRE OTROS"
18562,PACORA,CALDAS,,URBANIZACION FERNANDO GAVIRIA LOTE 6 MZ 6,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,10152000,LOTE VIVIENDA,"ESTE LOTE SE VENDE JUNTO CON OTROS 15 DE LA MISMA ZONA POR EL VALOR DE LOS GASTOS CAUSADOS HASTA LA FECHA DE PRESENTACION DE LA OFERTA, EL CUAL A OCT DEL 2020 ES $89.000.000 (VALOR A CONFIRMAR CON FINANCIERA ANTES DE CERRAR CUALQUIER NEGOCIACION)."
18841,CARTAGENA,BOLÍVAR,,"KILÓMETRO 4  DE LA VÍA MAMONAL  CARRERA 56, #60D-240, #60D-170, BODEGA 5 BARRIO ARROZ BARATO SECTOR PUERTA DE HIERRO",0,0,COMERCIALIZABLE CON RESTRICCION,INDUSTRIAL,536766000,BODEGA,"ESTE PORCENTAJE DE PROPIEDAD SE VENDE JUNTO CON OTROS 14 QUE CORRESPONDEN A BODEGAS UBICADAS EN LA  MISMA ZONA, POR UN PRECIO MINIMO DE VENTA DE $280.772.600."
18319,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0301,0,0,COMERCIALIZABLE,COMERCIAL,9800000,LOCAL,
18336,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0334,0,0,COMERCIALIZABLE,COMERCIAL,9800000,LOCAL,
18843,CARTAGENA,BOLÍVAR,,"KILÓMETRO 4  DE LA VÍA MAMONAL  CARRERA 56, #60D-240, #60D-170, BODEGA 6 BARRIO ARROZ BARATO SECTOR PUERTA DE HIERRO",0,0,COMERCIALIZABLE CON RESTRICCION,INDUSTRIAL,518482000,BODEGA,"ESTE PORCENTAJE DE PROPIEDAD SE VENDE JUNTO CON OTROS 14 QUE CORRESPONDEN A BODEGAS UBICADAS EN LA  MISMA ZONA, POR UN PRECIO MINIMO DE VENTA DE $280.772.600."
18446,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0701,0,0,COMERCIALIZABLE,COMERCIAL,8624000,LOCAL,
18496,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1108,0,0,COMERCIALIZABLE,COMERCIAL,8379000,LOCAL,
18571,GIRARDOT,CUNDINAMARCA,,LOCAL No. 10 CENTRO COMERCIAL EL PEÑON INN PLAZA,0,0,COMERCIALIZABLE CON RESTRICCION,COMERCIAL,552738798.5,LOCAL,
18117,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0903,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18118,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0904,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18119,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0909,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18120,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0918,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18121,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0929,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18143,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2003,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18144,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2009,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18278,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3803,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18279,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3804,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18280,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3805,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18281,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3806,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18282,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3807,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18283,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3808,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18284,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3809,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18285,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3810,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18286,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3817,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18287,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3818,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18288,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3819,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18289,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3820,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18291,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0102,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18292,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0104,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18293,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0106,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18294,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0107,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18295,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0108,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18296,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0110,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18297,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0111,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18298,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0112,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18299,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0113,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18300,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0114,0,0,COMERCIALIZABLE,CINCO,7350000,LOCAL,
18305,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0125,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18306,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0126,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18307,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0127,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18308,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0129,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18309,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0131,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18310,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0133,0,0,EN PUJA,COMERCIAL,7350000,LOCAL,
18311,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0202,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18312,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0206,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18313,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0207,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18314,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0209,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18315,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0211,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18316,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0213,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18317,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0219,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
